id,question_text,option_a,option_b,option_c,option_d,answer,difficulty,difficulty_numeric,answer_numeric,tag_encoded,option_a_numeric,option_b_numeric,option_c_numeric,option_d_numeric,correct_option_value,question_length,question_word_count,options_mean,options_std,options_range,answer_position,difficulty_rarity,difficulty_bin
Q000235,The flight will land _____ six this evening.,in,on,at,upon,C,Moderate,2.0,2.0,4,415.0,421.0,413.0,850.0,413.0,-0.6278111339976492,-0.6048791581139505,-0.6428109188086993,-0.23367567966006217,-0.2641257910967656,2.0,0.00684931506849315,moderate
Q000236,I saw a _____ of cattle grazing in the meadow.,herd,bunch,group,litter,A,Moderate,2.0,0.0,4,819.0,1028.0,1057.0,1146.0,819.0,-0.6009582662554479,-0.47184162482126335,-0.39560252991557693,-0.31336960832186406,-0.3198883701090715,0.0,0.00684931506849315,moderate
Q000237,Our flight was_____ from Jaipur to Agra airport.,shifted,diverted,reverted,deflected,B,Moderate,2.0,1.0,4,1242.0,1338.0,1348.0,1412.0,1338.0,-0.5741053985132466,-0.6048791581139505,-0.23214849522970926,-0.3827588227138261,-0.39947677833572626,1.0,0.00684931506849315,moderate
Q000238,In these days of inflation we all have to_____ our belts.,shorten,strengthen,tighten,lesson,C,Moderate,2.0,2.0,4,1260.0,1556.0,1244.0,1150.0,1244.0,-0.4532674936733405,-0.4053228581749197,-0.24862060725231608,-0.2753660910528547,-0.27984069972750636,2.0,0.00684931506849315,moderate
Q000239,"He made a powerful_____ in the region, and people felt he would make a good leader in the days to come.",impression,discursive,marked,interest,A,Moderate,2.0,0.0,4,1541.0,1536.0,1128.0,1346.0,1541.0,0.16434846439729048,0.2598648082885166,-0.2054129903314782,-0.2553648311995063,-0.27629217197217776,0.0,0.00684931506849315,moderate
Q000240,The father_____ the throne for his son.,reverted,relished,relinquished,revived,C,Moderate,2.0,2.0,4,1348.0,1343.0,1738.0,1256.0,1738.0,-0.6949433033531526,-0.6713979247602943,-0.18843404409279116,-0.23520999954896255,-0.2413138269553677,2.0,0.00684931506849315,moderate
Q000241,One who tries may fail but one who does not try never_____.,succeeds,success,prosper,gain,A,Moderate,2.0,0.0,4,1331.0,1231.0,1264.0,815.0,1331.0,-0.42641462593113916,-0.33880409152857605,-0.32071777448972594,-0.21636553489737487,-0.22407812071520045,0.0,0.00684931506849315,moderate
Q000242,The lady_____ to be a close relative of ours.,turned out,turned in,turned up,turned about,A,Moderate,2.0,0.0,4,1558.0,1458.0,1458.0,1758.0,1558.0,-0.6143847001265486,-0.538360391467607,-0.11912446504382246,-0.31032581461686026,-0.3335755485939102,0.0,0.00684931506849315,moderate
Q000243,We all have_____ the widowed girl.,sympathy at,sympathy for,sympathy with,sympathy of,B,Moderate,2.0,1.0,4,1654.0,1754.0,1854.0,1654.0,1754.0,-0.7620754727086559,-0.7379166914066378,-0.032455814094106576,-0.356738040393187,-0.38426880224146104,1.0,0.00684931506849315,moderate
Q000244,They organized an event last month in _____with another company.,competition,collaboration,connection,regulation,B,Difficult,3.0,1.0,4,1632.0,1823.0,1531.0,1543.0,1823.0,-0.3592824565756358,-0.47184162482126335,-0.08149202449986688,-0.31694095516920384,-0.3376310088857143,1.0,0.00819672131147541,difficult
Q000245,He_____ to help me and called me a fool.,refused,denied,offered,thought,A,Difficult,3.0,0.0,4,1249.0,1117.0,1230.0,1251.0,1249.0,-0.6815168694820519,-0.538360391467607,-0.2946158123615951,-0.38912097185860056,-0.4177263496488446,0.0,0.00819672131147541,difficult
Q000246,The river abounds _____ fish and crocodiles.,with,of,at,on,A,Difficult,3.0,0.0,4,844.0,413.0,413.0,421.0,844.0,-0.6278111339976492,-0.6713979247602943,-0.6438245872408597,-0.2363785100791715,-0.26716738631561865,0.0,0.00819672131147541,difficult
Q000247,The auditor was asked to _____ the accounts.,count,check,spot,cheque,B,Difficult,3.0,1.0,4,1053.0,1010.0,854.0,1134.0,1010.0,-0.6278111339976492,-0.6048791581139505,-0.3954758213615569,-0.3344700304408426,-0.3437141993234204,1.0,0.00819672131147541,difficult
Q000248,Every student had to abide _____the rules and regulations of the hostel.,in,by,against,with,B,Difficult,3.0,1.0,4,415.0,419.0,1212.0,844.0,419.0,-0.2518709856068304,-0.33880409152857605,-0.5425844525788378,-0.06443710129811546,-0.08163007796558264,1.0,0.00819672131147541,difficult
Q000249,Coventry is _____ Birmingham.,nearby,next,beside,near,D,Difficult,3.0,3.0,4,1120.0,847.0,1119.0,822.0,822.0,-0.8292076420641593,-0.8709542246993252,-0.4135951445864244,-0.28650917274234367,-0.33458941366686124,3.0,0.00819672131147541,difficult
Q000250,"To err is_____, to forgive divine.",human,natural,kindness,humane,A,Difficult,3.0,0.0,4,1037.0,1254.0,1332.0,1137.0,1037.0,-0.7620754727086559,-0.7379166914066378,-0.3056394565613397,-0.3222200966024986,-0.33611021127628776,0.0,0.00819672131147541,difficult
Q000251,Next summer we're going _____ a trip to Canada.,to,on,for,over,B,Difficult,3.0,1.0,4,427.0,421.0,627.0,844.0,421.0,-0.5875318323843473,-0.538360391467607,-0.6149350369242877,-0.2503034597536568,-0.2712228466074227,1.0,0.00819672131147541,difficult
Q000252,Some interesting matters_____ in our discussion yesterday.,came in,came up,got up,came about,B,Difficult,3.0,1.0,4,1138.0,1138.0,1079.0,1438.0,1138.0,-0.4398410598022398,-0.6713979247602943,-0.30145807427867793,-0.2891777407456533,-0.30366652894185525,1.0,0.00819672131147541,difficult
Q000253,"As soon as this workshop is over, I am going to ______ every duty and go on a holiday.",sidetrack,overthrow,close down,abandon,D,Difficult,3.0,3.0,4,1437.0,1460.0,1534.0,1202.0,1202.0,-0.06390091141142096,0.12682727499582935,-0.1950228889018339,-0.3081194118368956,-0.31735370742669394,3.0,0.00819672131147541,difficult
Q000254,He loaded the ______of cotton on the truck.,bundles,bales,baskets,bunches,B,Difficult,3.0,1.0,4,1233.0,1019.0,1218.0,1228.0,1019.0,-0.64123756786875,-0.6048791581139505,-0.31349538691058293,-0.3484964218817183,-0.3771717467308039,1.0,0.00819672131147541,difficult
Q000255,"Poetry is a _____ form of expression in which the particularity of the word and the image to evoke feeling, assumes great importance.",suppressed,patronized,digressed,compressed,D,Difficult,3.0,3.0,4,1570.0,1550.0,1423.0,1545.0,1545.0,0.5671414805303107,0.3929023415812039,-0.13737049682271002,-0.3860663082382557,-0.411136226674663,3.0,0.00819672131147541,difficult
Q000256,Whoop it up,be continually reminded of an unpleasant topic,"enjoying in noisy way, usually in a group",be totally ignorant or incompetent,used as an exhortation to overcome or be rid of something.,B,Very Easy,0.0,1.0,6,5041.0,4649.0,3858.0,6265.0,4649.0,-1.0708834517439714,-0.9374729913456687,1.6017044071025102,0.565511728711117,0.7345313057599855,1.0,0.011111111111111112,very_easy
Q000257,With a vengeance,A complete disaster,having similar views or attitude to something,To look out for something without particular attention,Used to emphasize the degree to which somethings occurs,D,Very Easy,0.0,3.0,6,2316.0,5034.0,5846.0,5933.0,5933.0,-1.003751282388468,-0.9374729913456687,1.5150357561527943,1.266451569756707,1.3479196748953504,3.0,0.011111111111111112,very_easy
Q000258,Up against the wall,To take care of themselves and their own interests and safety,In a disorderly fashion,In an inextricable situation,Performing well in a difficult or competitive situation,C,Very Easy,0.0,2.0,6,6540.0,2644.0,3222.0,6008.0,3222.0,-0.963471980775166,-0.8709542246993252,1.4244391400284568,1.532790429723216,1.4893538525720171,2.0,0.011111111111111112,very_easy
Q000259,Reap the whirlwind,Providing that other factors or circumstance remain the same.,Suffer negative consequence as a result of one’s actions,An Indication that something is accepted or regarded favourably,Believing that moderation is more satisfying than excess,B,Very Easy,0.0,1.0,6,6628.0,6105.0,6690.0,6081.0,6105.0,-0.9768984146462667,-0.9374729913456687,2.3228027880306286,-0.1208468382073178,-0.17693339482297818,1.0,0.011111111111111112,very_easy
Q000260,of the first water,leading a comfortable life,acting contrary to the one's interests,critically important,of the best quality,D,Very Easy,0.0,3.0,6,3111.0,4327.0,2539.0,2365.0,2365.0,-0.9768984146462667,-0.8709542246993252,0.655064800018698,0.44712112414950134,0.5089463270283844,3.0,0.011111111111111112,very_easy
Q000261,weather the storm,be absolutely unwilling to cooperate,fall over in a sudden or dramatic way,survive a period of difficulty,dispute a decision or choice already made,C,Very Easy,0.0,2.0,6,4026.0,4147.0,3569.0,4649.0,3569.0,-0.9903248485173675,-0.9374729913456687,1.1681077352458906,-0.00303331553573695,0.06183182985698618,2.0,0.011111111111111112,very_easy
Q000262,spin your wheels,set an activity in motion,waste your time or efforts,a firmly held belief,with great affection or enthusiasm,B,Very Easy,0.0,1.0,6,2961.0,3148.0,2450.0,3876.0,3148.0,-1.003751282388468,-0.9374729913456687,0.666848695542563,0.14594305237671465,0.23723048747751202,1.0,0.011111111111111112,very_easy
Q000263,wear the green willow,to do something for someone as an act of kindness,suffer unrequited love,cause someone to be very frightened,producing a lavish celebrating feast,B,Very Easy,0.0,1.0,6,5370.0,2737.0,4029.0,4154.0,2737.0,-0.9366191130329647,-0.8709542246993252,1.1553101712898652,0.6396194501928916,0.8490980590034504,1.0,0.011111111111111112,very_easy
Q000264,wild and woolly,uncouth in appearance or behaviour,either too much of something or too little,near to perfection,ignoring all obligations,A,Very Easy,0.0,0.0,6,3954.0,4727.0,2254.0,2943.0,3954.0,-1.0171777162595688,-0.9374729913456687,0.8496891389934986,0.6544787688805012,0.7679888531673691,0.0,0.011111111111111112,very_easy
Q000265,give it a whirl,to be engaged in cheating,to completely destroy something,attach or criticize someone,to try out something,D,Very Easy,0.0,3.0,6,2958.0,3569.0,3225.0,2489.0,2489.0,-1.0171777162595688,-0.8709542246993252,0.6422672360626728,0.008912039105636524,0.06183182985698618,3.0,0.011111111111111112,very_easy
Q000266,alarums and Excursions,value for money and time,confused activity and uproar,source of fun or amusement,derive excitement or pleasure from,B,Very Easy,0.0,1.0,6,2941.0,3339.0,3156.0,3938.0,3339.0,-0.9231926791618641,-0.9374729913456687,0.7858280277673922,-0.018725240573241795,0.019756429329519,1.0,0.011111111111111112,very_easy
Q000267,up in the air (about someone or something),in prison,still to be settled,on the wrong track,enjoying great success,B,Very Easy,0.0,1.0,6,1373.0,2452.0,2273.0,2749.0,2452.0,-0.6546640017398506,-0.6048791581139505,0.21221840371861472,0.14812328258544818,0.2118838606537366,1.0,0.011111111111111112,very_easy
Q000268,give oneself airs,be intelligent,penniless,pretend to be good,prepare for a difficulty,C,Very Easy,0.0,2.0,6,1846.0,1438.0,2344.0,2936.0,2344.0,-0.9903248485173675,-0.9374729913456687,0.17635988293093988,0.2030164191818734,0.2737296301037486,2.0,0.011111111111111112,very_easy
Q000269,be all one to,succeed in doing something,searching thoroughly,not in keeping with the rules,make no difference,D,Easy,1.0,3.0,6,3131.0,2526.0,3374.0,2246.0,2246.0,-1.04403058400177,-0.8709542246993252,0.5201201899873422,0.07704389415003282,0.08616459160781058,3.0,0.008064516129032258,easy
Q000270,an article of faith,a formula for carrying a curse on someone,become very successful or famous,a firmly held belief,angry or Agitated,C,Easy,1.0,2.0,6,4556.0,3718.0,2450.0,2245.0,2450.0,-0.963471980775166,-0.8709542246993252,0.734511063389271,0.6550615897085079,0.6858657822583367,2.0,0.008064516129032258,easy
Q000271,in the ascendant,a general view from above,rising in power or influence,to reject someone,waiting quietly for a good opportunity,B,Easy,1.0,1.0,6,2943.0,3349.0,2174.0,4342.0,3349.0,-1.003751282388468,-0.9374729913456687,0.7141109861920425,0.4632672175963355,0.613374429542339,1.0,0.008064516129032258,easy
Q000272,bring home the bacon,an action to be taken when all else fails,be grateful for what we have,supply material support,setback for someone or something,C,Easy,1.0,2.0,6,4535.0,3248.0,2864.0,3727.0,2864.0,-0.9500455469040654,-0.8709542246993252,0.9125365817874447,0.27768214337287417,0.3614289589140115,2.0,0.008064516129032258,easy
Q000273,have the ball at your feet.,be able to recognize,miss something of what is going on around,enable someone to avoid humiliation,to be in the best position to do something,D,Easy,1.0,3.0,6,2426.0,4576.0,4014.0,4658.0,4658.0,-0.8560605098063607,-0.7379166914066378,1.077257702013513,0.5979579968941436,0.6458181118767715,3.0,0.008064516129032258,easy
Q000274,after one's own heart,sharing or having one's tastes or views.,infatuation with a person which is not reciprocated.,memorise something by heart.,don't have the courage to do something bad for a good person.,A,Easy,1.0,0.0,6,4535.0,5730.0,3344.0,6576.0,4535.0,-0.9366191130329647,-0.8709542246993252,1.6488399891979697,0.9789115853294688,1.1527506483522798,0.0,0.008064516129032258,easy
Q000275,pull the wool over someone's eyes,to protect someone.,to keep oneself warm.,deceive someone by telling lies.,to pretend to be blind to the other person's bad behaviour.,C,Easy,1.0,2.0,6,2385.0,2567.0,3706.0,6385.0,3706.0,-0.7755019065797566,-0.7379166914066378,0.9973046044268598,1.4201836302601494,1.5420748363654702,2.0,0.008064516129032258,easy
Q000276,head over heels,to do things exactly opposite of what is expected.,madly in love.,to do stupid things.,to unknowingly dive into an unpleasant situation.,B,Easy,1.0,1.0,6,5470.0,1935.0,2470.0,5386.0,1935.0,-1.0171777162595688,-0.9374729913456687,1.0249270692032313,1.4514199248437536,1.3063512069043588,1.0,0.008064516129032258,easy
Q000277,In deep water,To die,In great difficulty,To fail completely,To surrender,B,Easy,1.0,1.0,6,1032.0,2332.0,2226.0,1659.0,2332.0,-1.04403058400177,-0.9374729913456687,0.009738134394570896,0.15380974657769136,0.17335698788159798,1.0,0.008064516129032258,easy
Q000278,In the egg,In an untidy state,In a dilemma,In an early stage,In bodily form,C,Easy,1.0,2.0,6,2222.0,1544.0,2122.0,1824.0,2122.0,-1.0843098856150721,-0.9374729913456687,0.06840419490585518,-0.14231042251176806,-0.1419550498061681,2.0,0.008064516129032258,easy
Q000279,Cut in on,Acknowledge,interrupt,Evade,produce,B,Moderate,2.0,1.0,6,1592.0,1446.0,985.0,1254.0,1446.0,-1.097736319486173,-0.9374729913456687,-0.24013113413297257,-0.18748339151023236,-0.1779472598959292,1.0,0.00684931506849315,moderate
Q000280,Draw a blank,Absent minded,To be unsuccessful,Come to an end,To fall a victim,B,Moderate,2.0,1.0,6,1789.0,2226.0,1820.0,2026.0,2226.0,-1.0574570178728708,-0.9374729913456687,0.08728376945484301,-0.24757834218532115,-0.2641257910967656,1.0,0.00684931506849315,moderate
Q000281,Give up ghost,To feel superior,To overcome one's fear,To give encouragement,To die,D,Moderate,2.0,3.0,6,2030.0,2656.0,2535.0,1032.0,1032.0,-1.04403058400177,-0.9374729913456687,0.13695352263070357,0.2968771375556903,0.33760312969966266,3.0,0.00684931506849315,moderate
Q000282,To lead astray,To take back what you have said,To misguide,To achieve two results with one effort,To apologize humbly,B,Moderate,2.0,1.0,6,3540.0,1541.0,4223.0,2336.0,1541.0,-1.0306041501306695,-0.9374729913456687,0.5661153950966212,0.7658888863036982,0.8739377532907503,1.0,0.00684931506849315,moderate
Q000283,To make a pile,To keep at a distance,To make a lot of money,To aggravate the situation,To face the risk,B,Moderate,2.0,1.0,6,2535.0,2633.0,3027.0,2026.0,2633.0,-1.0306041501306695,-0.8709542246993252,0.3863159569421668,-0.03545245097722047,0.021784159475421033,1.0,0.00684931506849315,moderate
Q000284,Back out of,Decimate,Record,Withdraw,Pertain,C,Moderate,2.0,2.0,6,1282.0,1107.0,1312.0,1208.0,1312.0,-1.0708834517439714,-0.9374729913456687,-0.28675988201235186,-0.36124527386814076,-0.3817341395590835,2.0,0.00684931506849315,moderate
Q000285,A stiff-necked person,Honest and open,An obstinate person,A source of quarrel,Ordinary person,B,Moderate,2.0,1.0,6,2009.0,2316.0,2340.0,2008.0,2316.0,-0.9366191130329647,-0.9374729913456687,0.19017111531912562,-0.26632785681147203,-0.31735370742669394,1.0,0.00684931506849315,moderate
Q000286,Make away with,To compensate,Eliminate,To find out,To understand,B,Moderate,2.0,1.0,6,1737.0,1396.0,1534.0,1754.0,1396.0,-1.0306041501306695,-0.9374729913456687,-0.09517654833403255,-0.27965553732883675,-0.30417346147833074,1.0,0.00684931506849315,moderate
Q000287,To put one out of countenance,To put a difficulty in the way of progress,To provoke quarrel,To make one feel ashamed,To deceive someone,C,Difficult,3.0,2.0,6,4656.0,2253.0,2833.0,2228.0,2833.0,-0.8292076420641593,-0.7379166914066378,0.6079292179232386,0.7080259042447251,0.7451768890259711,2.0,0.00819672131147541,difficult
Q000288,A cock and bull story,An important story,An imaginary story,A long story,A short story,B,Difficult,3.0,1.0,6,2221.0,2221.0,1626.0,1727.0,2221.0,-0.9366191130329647,-0.8044354580529814,0.07892100488951954,-0.13186668964673012,-0.1840304503336353,1.0,0.00819672131147541,difficult
Q000289,Break a lance with,To appear suddenly,To argue against,To burst out,To break promise,B,Difficult,3.0,1.0,6,2236.0,2038.0,1642.0,2039.0,2038.0,-0.9768984146462667,-0.8709542246993252,0.09919437353272793,-0.20080485350414473,-0.1845373828701108,1.0,0.00819672131147541,difficult
Q000290,To cut the crackle,To stop talking aimlessly,To be under one's subjugation,To foment trouble,To ridicule,A,Difficult,3.0,0.0,6,2958.0,3326.0,2140.0,1546.0,2958.0,-0.9768984146462667,-0.8709542246993252,0.35451210988313364,0.3612665497472363,0.4166846053898419,0.0,0.00819672131147541,difficult
Q000291,In the offing,In danger,Appear soon,Side by side,Worrisome,B,Difficult,3.0,1.0,6,1312.0,1587.0,1621.0,1431.0,1587.0,-1.04403058400177,-0.9374729913456687,-0.1547295687234572,-0.3082869727856983,-0.3290131557656306,1.0,0.00819672131147541,difficult
Q000292,Wolf in sheep's clothing,Hypocrite,Wise person,Foolish,Quarrelsome person,A,Difficult,3.0,0.0,6,1415.0,1540.0,1205.0,2323.0,1415.0,-0.8963398114196627,-0.8709542246993252,-0.0873206179847893,0.04196611271531207,0.08109526624305549,0.0,0.00819672131147541,difficult
Q000293,Heads will roll,Unconditionally surrendered,Dismissed or forced to resign,Born in a wealthy family,Resorted to illegitimate practices,B,Difficult,3.0,1.0,6,3215.0,3402.0,2833.0,3923.0,3402.0,-1.0171777162595688,-0.9374729913456687,0.7857013192133722,0.006532362093280264,0.06690115522174127,1.0,0.00819672131147541,difficult
Q000294,A green horn,An inexperienced man,A dangerous man,A suspicious man,A wise person,A,Difficult,3.0,0.0,6,2422.0,1904.0,2044.0,1736.0,2422.0,-1.0574570178728708,-0.9374729913456687,0.11832736518975585,-0.15713704061357572,-0.13789958951436404,0.0,0.00819672131147541,difficult
Q000295,Pick the option that gives the correct order of the following sentences.,CADB,DCBA,ACDB,DBCA,A,very easy,0.0,0.0,10,666.0,666.0,666.0,666.0,666.0,-0.2518709856068304,-0.33880409152857605,-0.5712205857873697,-0.4540183398426194,-0.48565530953656266,0.0,0.011111111111111112,very_easy
Q000296,Pick the option that gives the correct order of the following sentences.,DCBA,BADC,BDCA,ADCB,C,very easy,0.0,2.0,10,666.0,666.0,666.0,666.0,666.0,-0.2518709856068304,-0.33880409152857605,-0.5712205857873697,-0.4540183398426194,-0.48565530953656266,2.0,0.011111111111111112,very_easy
Q000297,Pick the option that gives the correct order of the following sentences.,DCBA,CDAB,DBAC,BCDA,A,very easy,0.0,0.0,10,666.0,666.0,666.0,666.0,666.0,-0.2518709856068304,-0.33880409152857605,-0.5712205857873697,-0.4540183398426194,-0.48565530953656266,0.0,0.011111111111111112,very_easy
Q000298,Pick the option that gives the correct order of the following sentences.,CDBA,BDAC,BDCA,ACBD,C,very easy,0.0,2.0,10,666.0,666.0,666.0,666.0,666.0,-0.2518709856068304,-0.33880409152857605,-0.5712205857873697,-0.4540183398426194,-0.48565530953656266,2.0,0.011111111111111112,very_easy
Q000299,Pick the option that gives the correct order of the following sentences.,CBDA,CADB,DACB,BCDA,A,very easy,0.0,0.0,10,666.0,666.0,666.0,666.0,666.0,-0.2518709856068304,-0.33880409152857605,-0.5712205857873697,-0.4540183398426194,-0.48565530953656266,0.0,0.011111111111111112,very_easy
Q000300,Pick the option that gives the correct order of the following sentences.,BCAD,ADBC,ABCD,DABC,D,very easy,0.0,3.0,10,666.0,666.0,666.0,666.0,666.0,-0.2518709856068304,-0.33880409152857605,-0.5712205857873697,-0.4540183398426194,-0.48565530953656266,3.0,0.011111111111111112,very_easy
Q000301,Pick the option that gives the correct order of the following sentences.,BCAD,CBDA,ACBD,BACD,C,very easy,0.0,2.0,10,666.0,666.0,666.0,666.0,666.0,-0.2518709856068304,-0.33880409152857605,-0.5712205857873697,-0.4540183398426194,-0.48565530953656266,2.0,0.011111111111111112,very_easy
Q000302,Pick the option that gives the correct order of the following sentences.,ABCD,BCAD,CBDA,CADB,D,very easy,0.0,3.0,10,666.0,666.0,666.0,666.0,666.0,-0.2518709856068304,-0.33880409152857605,-0.5712205857873697,-0.4540183398426194,-0.48565530953656266,3.0,0.011111111111111112,very_easy
Q000303,Pick the option that gives the correct order of the following sentences.,DCBA,DABC,BDCA,BDAC,D,very easy,0.0,3.0,10,666.0,666.0,666.0,666.0,666.0,-0.2518709856068304,-0.33880409152857605,-0.5712205857873697,-0.4540183398426194,-0.48565530953656266,3.0,0.011111111111111112,very_easy
Q000304,Pick the option that gives the correct order of the following sentences.,DACB,DBAC,ABCD,ADBC,D,very easy,0.0,3.0,10,666.0,666.0,666.0,666.0,666.0,-0.2518709856068304,-0.33880409152857605,-0.5712205857873697,-0.4540183398426194,-0.48565530953656266,3.0,0.011111111111111112,very_easy
Q000305,Pick the option that gives the correct order of the following sentences.,ACDB,CADB,CDAB,ABCD,B,Easy,1.0,1.0,10,666.0,666.0,666.0,666.0,666.0,-0.2518709856068304,-0.33880409152857605,-0.5712205857873697,-0.4540183398426194,-0.48565530953656266,1.0,0.008064516129032258,easy
Q000306,Pick the option that gives the correct order of the following sentences.,ABCD,BDCA,ADBC,CBAD,A,Easy,1.0,0.0,10,666.0,666.0,666.0,666.0,666.0,-0.2518709856068304,-0.33880409152857605,-0.5712205857873697,-0.4540183398426194,-0.48565530953656266,0.0,0.008064516129032258,easy
Q000307,Pick the option that gives the correct order of the following sentences.,CBDA,BCDA,BCAD,CADB,A,Easy,1.0,0.0,10,666.0,666.0,666.0,666.0,666.0,-0.2518709856068304,-0.33880409152857605,-0.5712205857873697,-0.4540183398426194,-0.48565530953656266,0.0,0.008064516129032258,easy
Q000308,Pick the option that gives the correct order of the following sentences.,DCAB,BCAD,DBAC,BACD,B,Easy,1.0,1.0,10,666.0,666.0,666.0,666.0,666.0,-0.2518709856068304,-0.33880409152857605,-0.5712205857873697,-0.4540183398426194,-0.48565530953656266,1.0,0.008064516129032258,easy
Q000309,Pick the option that gives the correct order of the following sentences.,CBDA,CABD,DABC,DBAC,D,Easy,1.0,3.0,10,666.0,666.0,666.0,666.0,666.0,-0.2518709856068304,-0.33880409152857605,-0.5712205857873697,-0.4540183398426194,-0.48565530953656266,3.0,0.008064516129032258,easy
Q000310,Pick the option that gives the correct order of the following sentences.,ACBD,BDAC,CDBA,BCDA,D,Easy,1.0,3.0,10,666.0,666.0,666.0,666.0,666.0,-0.2518709856068304,-0.33880409152857605,-0.5712205857873697,-0.4540183398426194,-0.48565530953656266,3.0,0.008064516129032258,easy
Q000311,Pick the option that gives the correct order of the following sentences.,CABD,ACDB,DCBA,ADCB,D,Easy,1.0,3.0,10,666.0,666.0,666.0,666.0,666.0,-0.2518709856068304,-0.33880409152857605,-0.5712205857873697,-0.4540183398426194,-0.48565530953656266,3.0,0.008064516129032258,easy
Q000312,Pick the option that gives the correct order of the following sentences.,CDBA,DACB,ADCB,CABD,B,Easy,1.0,1.0,10,666.0,666.0,666.0,666.0,666.0,-0.2518709856068304,-0.33880409152857605,-0.5712205857873697,-0.4540183398426194,-0.48565530953656266,1.0,0.008064516129032258,easy
Q000313,Pick the option that gives the correct order of the following sentences.,BCDA,CDBA,DCBA,DACB,D,Easy,1.0,3.0,10,666.0,666.0,666.0,666.0,666.0,-0.2518709856068304,-0.33880409152857605,-0.5712205857873697,-0.4540183398426194,-0.48565530953656266,3.0,0.008064516129032258,easy
Q000314,Pick the option that gives the correct order of the following sentences.,ACDB,BADC,BCDA,ADCB,B,Easy,1.0,1.0,10,666.0,666.0,666.0,666.0,666.0,-0.2518709856068304,-0.33880409152857605,-0.5712205857873697,-0.4540183398426194,-0.48565530953656266,1.0,0.008064516129032258,easy
Q000315,Pick the option that gives the correct order of the following sentences.,CBDA,ADCB,DCBA,ACBD,B,Moderate,2.0,1.0,10,666.0,666.0,666.0,666.0,666.0,-0.2518709856068304,-0.33880409152857605,-0.5712205857873697,-0.4540183398426194,-0.48565530953656266,1.0,0.00684931506849315,moderate
Q000316,Pick the option that gives the correct order of the following sentences.,BADC,CDAB,CABD,BCDA,B,Moderate,2.0,1.0,10,666.0,666.0,666.0,666.0,666.0,-0.2518709856068304,-0.33880409152857605,-0.5712205857873697,-0.4540183398426194,-0.48565530953656266,1.0,0.00684931506849315,moderate
Q000317,Pick the option that gives the correct order of the following sentences.,BDCA,ADBC,BCAD,DACB,A,Moderate,2.0,0.0,10,666.0,666.0,666.0,666.0,666.0,-0.2518709856068304,-0.33880409152857605,-0.5712205857873697,-0.4540183398426194,-0.48565530953656266,0.0,0.00684931506849315,moderate
Q000318,Pick the option that gives the correct order of the following sentences.,CDBA,ACDB,CABD,ADCB,A,Moderate,2.0,0.0,10,666.0,666.0,666.0,666.0,666.0,-0.2518709856068304,-0.33880409152857605,-0.5712205857873697,-0.4540183398426194,-0.48565530953656266,0.0,0.00684931506849315,moderate
Q000319,Pick the option that gives the correct order of the following sentences.,DBAC,CBAD,ACDB,CADB,D,Moderate,2.0,3.0,10,666.0,666.0,666.0,666.0,666.0,-0.2518709856068304,-0.33880409152857605,-0.5712205857873697,-0.4540183398426194,-0.48565530953656266,3.0,0.00684931506849315,moderate
Q000320,Pick the option that gives the correct order of the following sentences.,BCDA,CDBA,CBDA,BACD,B,Moderate,2.0,1.0,10,666.0,666.0,666.0,666.0,666.0,-0.2518709856068304,-0.33880409152857605,-0.5712205857873697,-0.4540183398426194,-0.48565530953656266,1.0,0.00684931506849315,moderate
Q000321,Pick the option that gives the correct order of the following sentences.,CDBA,ACDB,BADC,DBCA,C,Moderate,2.0,2.0,10,666.0,666.0,666.0,666.0,666.0,-0.2518709856068304,-0.33880409152857605,-0.5712205857873697,-0.4540183398426194,-0.48565530953656266,2.0,0.00684931506849315,moderate
Q000322,Pick the option that gives the correct order of the following sentences.,DABC,DCAB,BADC,BDAC,C,Moderate,2.0,2.0,10,666.0,666.0,666.0,666.0,666.0,-0.2518709856068304,-0.33880409152857605,-0.5712205857873697,-0.4540183398426194,-0.48565530953656266,2.0,0.00684931506849315,moderate
Q000323,Pick the option that gives the correct order of the following sentences.,BADC,DBAC,DBCA,ABCD,A,Moderate,2.0,0.0,10,666.0,666.0,666.0,666.0,666.0,-0.2518709856068304,-0.33880409152857605,-0.5712205857873697,-0.4540183398426194,-0.48565530953656266,0.0,0.00684931506849315,moderate
Q000324,Pick the option that gives the correct order of the following sentences.,ACBD,ABCD,BDCA,DABC,D,Moderate,2.0,3.0,10,666.0,666.0,666.0,666.0,666.0,-0.2518709856068304,-0.33880409152857605,-0.5712205857873697,-0.4540183398426194,-0.48565530953656266,3.0,0.00684931506849315,moderate
Q000325,Pick the option that gives the correct order of the following sentences.,BACD,BCDA,CABD,CDBA,C,Difficult,3.0,2.0,10,666.0,666.0,666.0,666.0,666.0,-0.2518709856068304,-0.33880409152857605,-0.5712205857873697,-0.4540183398426194,-0.48565530953656266,2.0,0.00819672131147541,difficult
Q000326,Pick the option that gives the correct order of the following sentences.,DBCA,ABDC,DABC,BACD,A,Difficult,3.0,0.0,10,666.0,666.0,666.0,666.0,666.0,-0.2518709856068304,-0.33880409152857605,-0.5712205857873697,-0.4540183398426194,-0.48565530953656266,0.0,0.00819672131147541,difficult
